session_id,event_type,x,y,timestamp
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,122,184,404
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,172,219,451
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,223,253,547
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,273,288,643
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,323,323,755
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,373,358,802
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,424,392,850
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,474,427,897
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,524,462,977
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,574,497,1025
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,625,531,1109
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,116,66,397
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,159,102,461
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,203,138,541
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,246,174,589
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,290,210,653
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,333,246,750
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,377,281,830
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,420,317,893
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,464,353,974
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,507,389,1021
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,551,425,1085
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,176,166,402
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,249,230,481
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,322,293,577
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,396,357,657
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,469,420,753
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,162,168,401
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,207,206,448
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,253,244,547
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,298,282,627
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,344,320,690
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,389,358,787
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,435,395,882
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,480,433,978
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,526,471,1057
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,571,509,1121
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,617,547,1168
505793da-5837-408c-9360-208743e4aa8e,mouse_move,87,84,407
505793da-5837-408c-9360-208743e4aa8e,mouse_move,155,137,502
505793da-5837-408c-9360-208743e4aa8e,mouse_move,222,191,549
505793da-5837-408c-9360-208743e4aa8e,mouse_move,290,244,661
505793da-5837-408c-9360-208743e4aa8e,mouse_move,357,298,729
505793da-5837-408c-9360-208743e4aa8e,mouse_move,425,351,840
505793da-5837-408c-9360-208743e4aa8e,mouse_move,492,405,887
505793da-5837-408c-9360-208743e4aa8e,mouse_move,560,458,967
505793da-5837-408c-9360-208743e4aa8e,mouse_move,627,512,1061
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,82,106,428
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,129,139,507
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,177,171,618
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,224,204,667
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,272,237,714
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,319,270,762
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,367,302,809
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,414,335,888
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,462,368,983
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,509,401,1062
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,557,433,1158
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,604,466,1190
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,652,499,1270
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,699,532,1364
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,747,564,1428
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,142,112,396
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,169,160,476
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,196,208,524
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,223,256,603
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,251,304,651
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,278,352,682
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,305,400,777
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,332,449,887
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,359,497,935
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,387,545,1014
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,414,593,1046
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,441,641,1093
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,75,138,390
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,109,172,486
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,143,207,565
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,176,241,645
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,210,275,693
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,244,309,788
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,278,344,884
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,312,378,980
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,346,412,1060
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,379,446,1107
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,413,481,1154
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,196,199,400
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,250,260,511
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,304,320,591
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,358,380,687
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,412,441,765
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,466,502,812
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,51,89,397
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,127,146,478
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,204,203,541
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,280,260,637
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,356,317,700
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,433,373,766
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,509,430,845
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,585,487,926
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,662,544,1022
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,76,198,396
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,147,253,445
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,219,308,540
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,290,364,588
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,361,419,667
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,433,474,714
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,504,529,810
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,575,585,874
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,647,640,970
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,151,91,383
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,224,168,447
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,297,245,494
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,370,322,573
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,443,400,621
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,516,477,669
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,589,554,732
10c82827-a723-4355-a741-097d7240467a,mouse_move,121,111,427
10c82827-a723-4355-a741-097d7240467a,mouse_move,153,160,475
10c82827-a723-4355-a741-097d7240467a,mouse_move,185,209,554
10c82827-a723-4355-a741-097d7240467a,mouse_move,218,259,617
10c82827-a723-4355-a741-097d7240467a,mouse_move,250,308,697
10c82827-a723-4355-a741-097d7240467a,mouse_move,282,357,745
10c82827-a723-4355-a741-097d7240467a,mouse_move,314,406,841
10c82827-a723-4355-a741-097d7240467a,mouse_move,346,455,923
10c82827-a723-4355-a741-097d7240467a,mouse_move,379,505,967
10c82827-a723-4355-a741-097d7240467a,mouse_move,411,554,1031
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,186,175,402
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,266,253,497
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,346,331,544
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,426,409,607
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,507,488,702
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,587,566,766
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,667,644,829
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,147,94,394
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,191,134,458
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,235,173,537
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,278,213,600
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,322,253,647
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,366,292,711
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,410,332,790
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,454,371,870
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,498,411,964
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,541,451,1043
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,585,490,1106
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,87,94,402
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,172,167,449
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,258,240,528
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,343,313,560
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,429,386,624
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,514,459,673
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,600,532,720
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,51,86,392
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,114,140,488
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,177,195,583
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,240,249,678
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,302,304,775
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,365,358,838
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,428,412,901
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,491,467,965
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,142,61,399
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,180,98,495
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,218,136,559
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,256,173,639
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,294,211,687
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,332,248,749
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,370,285,813
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,409,323,878
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,447,360,958
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,485,397,1053
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,523,435,1149
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,561,472,1249
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,599,510,1343
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,175,100,407
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,192,125,487
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,210,150,599
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,227,174,648
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,244,199,727
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,262,224,807
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,279,249,903
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,296,274,966
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,314,298,1061
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,331,323,1109
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,348,348,1188
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,366,373,1236
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,383,398,1315
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,400,422,1395
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,418,447,1492
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,174,70,421
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,254,123,469
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,334,175,501
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,414,228,611
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,494,281,708
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,574,334,788
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,654,386,868
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,76,133,398
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,120,157,445
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,163,181,492
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,207,205,555
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,250,228,607
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,294,252,654
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,337,276,718
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,381,300,782
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,424,324,862
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,468,348,973
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,511,371,1021
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,555,395,1100
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,598,419,1162
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,182,120,405
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,238,180,500
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,294,240,595
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,350,300,691
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,407,361,738
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,463,421,786
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,125,97,389
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,200,164,483
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,275,231,531
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,350,298,611
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,424,364,691
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,499,431,755
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,574,498,804
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,84,78,410
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,140,119,458
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,197,161,538
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,253,202,618
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,309,243,712
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,366,284,776
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,422,326,824
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,479,367,903
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,535,408,958
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,591,449,1022
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,648,491,1118
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,142,166,407
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,188,212,471
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,235,257,535
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,281,303,631
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,328,348,710
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,374,394,774
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,420,440,822
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,467,485,901
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,513,531,949
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,560,576,1031
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,136,160,403
